name,longitude,latitude,postcode,suburb
E J COULSON GARDENS,144.898479999894,-37.7656799987837,3032,Maribyrnong
F G COX RESERVE,144.982369999574,-37.7376299986379,3072,Coburg
COOLART RESERVE,145.14434999965,-38.3892899987125,3927,Somers
COOMA RECREATION RESERVE,145.069779999636,-36.4161399992678,3616,Cooma
COOPER RESERVE,144.864869999651,-37.8365099986559,3025,Altona North
CORANDERRK BUSHLAND RESERVE,145.521260000027,-37.6842899993506,3777,Badger Creek
BEAU MONDE RESERVE,144.979450000063,-37.7556799992376,3058,Coburg
BEDFORD PARK,145.237190000526,-37.8146999993322,3134,Ringwood
BASSETT RESERVE,144.870490000222,-37.80983999913,3012,West Footscray
BARNGEONG RESERVE,145.304490000275,-37.7768599993078,3136,Croydon
HOLBROOK RESERVE,144.93626999951,-37.77021999878,3055,Brunswick West
HOLEY PLAINS PARK,146.895139999846,-38.2198499988049,3851,Longford
LOCKHART RACECOURSE RESERVE,140.971259999659,-36.3495699988171,3420,Serviceton
CUMBERLAND RIVER RESERVE,143.946810000524,-38.5726299993543,3232,Lorne
CUMBERLAND,143.946810000524,-38.5726299993543,3232,Lorne
YALCA RECREATION RESERVE,145.233689999927,-35.9272599990989,3637,Yalca
YAMALA PARK,145.10402999959,-38.1659599992198,3199,Frankston South
WYATTS RESERVE,148.189869999562,-37.4403999995122,3885,Buchan
KILORAN PARK,145.310140000128,-37.7923499989519,3138,Mooroolbark
KIM RESERVE,144.841259999931,-37.8628999987071,3018,Seaholme
KIMBERLEY RESERVE,145.309870000408,-37.751789998767,3116,Chirnside Park
FISHER RESERVE,144.980669999562,-37.7730499992585,3057,Brunswick East
FAIRFIELD PARK,145.011530000328,-37.7856799994603,3078,Fairfield
FAIRPARK RESERVE,145.262920000079,-37.8690099989555,3156,Ferntree Gully
FAIRVIEW PARK RESERVE,145.024029999721,-37.830129999109,3121,Burnley
FAIRY PARK,144.261810000432,-37.8915099995302,3213,Anakie
FALLS CREEK PICNIC AREA,145.567639999527,-37.4226299988937,3717,Murrindindi
WOORALLA RESERVE,145.093479999449,-38.218739998849,3931,Mornington
YEA PONY CLUB,145.397640000069,-37.2120699993307,3717,Yea
YEA RIVER PARK,145.413199999572,-37.4781799989207,3763,Kinglake
YELLINGBO STATE FAUNAL RESERVE,145.497639999523,-37.8353999990815,3139,Yellingbo
KINDER SMITH RESERVE,144.849359999518,-37.7840799991245,3019,Braybrook
KINGFISHER RESERVE,145.238229999691,-37.9773799993548,3177,Doveton
KINGLAKE WEST BUSHLAND RESERVE,145.234590000129,-37.4784599990395,3757,Kinglake West
KINGS DOMAIN,144.975190000214,-37.8264099986735,3004,Melbourne
FAULKNER RESERVE,146.959309999761,-36.7434599992803,3741,Bright
FAWKNER PARK,144.981740000064,-37.8409899987501,3141,South Yarra
FEARON RESERVE,144.894040000563,-37.8670999990078,3016,Williamstown
S FELL RESERVE,144.84376000018,-37.860399998803,3018,Seaholme
ESSEX HEIGHTS RESERVE,145.113749999967,-37.8636599991498,3149,Mount Waverley
ESSEX RESERVE,145.235420000374,-37.9687399995112,3177,Doveton
J P ESSLEMONT RESERVE,144.977920000431,-37.7742899992243,3057,Brunswick East
J T GRAY RESERVE,144.865010000125,-37.8566299987396,3016,Williamstown
GORDON BARNARD RESERVE,145.086050000349,-37.8012299987947,3104,Balwyn North
CHARLTON GOLF COURSE,143.327650000228,-36.2556799993619,3525,Charlton
CHATEAU REMY,143.405149999805,-37.069849998877,3478,Percydale
CHILLINGOLLAH FAUNAL RESERVE,143.02931000004,-35.2559599994935,3585,Chillingollah
KINGS PARK,145.129860000173,-37.0231999986744,3660,Seymour
KINGS PARK,145.300699999762,-37.8954999990006,3156,Upper Ferntree Gully
KINGS RESERVE,144.775980000444,-37.7328999988602,3021,Kings Park
TUNGAMAH RECREATION RESERVE,145.876290000433,-36.1685399988748,3728,Tungamah
WHARPARILLA FLORA RESERVE,144.722089999847,-36.1223499988362,3564,Echuca
WHATMOUGH PARK,145.104090000479,-37.7000099989272,3088,Greensborough
WHIPSTICK GULLY,145.219310000206,-37.7431799993279,3113,Warrandyte
THE WHIPSTICK,144.260420000516,-36.6523499989452,3556,Whipstick
WHIPSTICK STATE PARK,144.260420000516,-36.6523499989452,3556,Whipstick
ADRIAN BUTLER OVAL,145.142920000404,-38.1537399988392,3199,Frankston
GRACE PARK,145.028569999873,-37.8204599993382,3122,Hawthorn
KEITH WISHART RESERVE,145.228199999594,-37.9912399986861,3177,Doveton
LORNE FOREST PARK,143.904869999965,-38.5587399987839,3232,Lorne
LYONS BUSHLAND RESERVE,141.449029999789,-38.0053999992063,3304,Lyons
MACARTHUR OLD RACECOURSE RESERVE,141.986809999904,-38.0317899992152,3286,Macarthur
G F STIRLING RESERVE,144.786489999504,-37.8766399993826,3028,Altona Meadows
SPRINGFIELD PARK,145.133830000469,-37.8092899991412,3129,Box Hill North
STANHOPE RECREATION RESERVE,144.990250000506,-36.4480399987669,3623,Stanhope
EASTERN PARK,144.38127999965,-38.1535699989803,3219,East Geelong
TURTONS CREEK PICNIC AREA,146.243759999981,-38.5312399993501,3960,Turtons Creek
WICKHAM PARK,142.379589999738,-38.1909599992275,3276,Woolsthorpe
MEDWAY GOLF COURSE,144.866529999802,-37.7734599989791,3012,Maidstone
BUCHAN HEADWATERS WILDERNESS ZONE,148.092090000034,-37.0573499990545,3885,Brumby
JOAN PHILLIPS RESERVE,145.278159999566,-37.9666399990486,3802,Endeavour Hills
IVENS RESERVE,145.315659999547,-37.9895099990046,3804,Narre Warren North
JACANA RESERVE,144.904419999526,-37.6830599995068,3043,Jacana
JACK GRUT RESERVE,145.098850000377,-38.0092999986942,3195,Mordialloc
J J JACKSON RESERVE,144.976809999752,-37.732069999279,3058,Coburg North
Werribee Gorge National Park,144.343759999593,-37.6603299986489,3342,Ingliston
WERRIBEE PARK,144.674309999915,-37.9273499993991,3030,Werribee South
STEELS CREEK PICNIC GROUND,145.372639999646,-37.5787399992527,3775,Steels Creek
DELLEYS DELL,142.507369999569,-37.1828999993035,3381,Bellfield
A E BROWN RESERVE,145.355100000226,-38.0273199992065,3806,Berwick
JAMES ALEXANDER RESERVE,145.258990000327,-37.9832099994631,3802,Endeavour Hills
JAMES COOK RESERVE,145.246749999701,-37.9798299993212,3802,Endeavour Hills
STEPHEN CALLEJA RESERVE,144.760699999456,-37.7440099986893,3021,Albanvale
ARDRIE PARK,145.053870000319,-37.8791699986617,3145,Malvern East
CATHKIN RESERVE,145.580980000303,-37.1595699990841,3714,Cathkin
AVOCA GOLF CLUB,143.472920000496,-37.0917899989428,3467,Avoca
GRAMPIANS GOLF COURSE,142.323479999645,-37.6031799986836,3294,Dunkeld
VAN CLEEF RESERVE,145.791210000462,-38.6762899987226,3956,Venus Bay
VICTOR IAN FOSTER RESERVE,144.934259999879,-37.590239999123,3064,Craigieburn
VICTORIA PARK,144.996579999468,-37.7982499992668,3067,Abbotsford
VICTORIA PARK,145.047749999492,-37.8023299993546,3101,Kew
VICTORIA PARK,146.982359999472,-37.9601499987642,3860,Maffra
FAIRY DELL SCENIC RESERVE,147.777090000119,-37.6892899991447,3875,Fairy Dell
FARNHAM STREET PARK,144.929869999561,-37.7826299987779,3031,Flemington
J P FAWKNER RESERVE,144.910830000068,-37.7191699995161,3046,Oak Park
CANTERBURY GARDENS RESERVE,145.294219999771,-37.8308599987693,3153,Bayswater North
CAPE HOWE WILDERNESS ZONE,149.875139999604,-37.5142899988762,3892,Mallacoota
HAROLD HOLT MARINE RESERVE,144.662089999794,-38.3145699991508,3944,Portsea
TULIP STREET RESERVE,145.022319999755,-37.9618299986551,3193,Black Rock
FERNDALE PARK,145.069259999847,-37.8526999987231,3146,Glen Iris
FERNSHAW RESERVE,145.604030000175,-37.6148499990071,3778,Fernshaw
ASHBURTON PARK,145.086800000303,-37.8633399994912,3147,Ashburton
T W ANDREWS PARK,145.018020000521,-37.7155599993839,3073,Reservoir
ANGLISS RESERVE,144.869699999758,-37.8173699994586,3013,Yarraville
P A BURNS RESERVE,144.852639999496,-37.8631799986813,3018,Altona
CENTENARY PARK,146.96417000049,-36.7256499992064,3741,Bright
CENTRAL PARK,145.048909999655,-37.8660199988081,3145,Malvern East
CENTRAL RESERVE,145.161719999979,-37.8912599988792,3150,Glen Waverley
MIDDLE GULLY RESERVE,144.561530000024,-37.4195699986585,3440,Macedon
YARRALEEN RESERVE,145.089390000327,-37.7708699995062,3105,Bulleen
LAGOON RESERVE,144.944330000261,-37.8411999994708,3207,Port Melbourne
LAHINCH RESERVE,144.925700000446,-37.693179999128,3047,Broadmeadows
LAKE CORRINGLE GAME RESERVE,148.51125999984,-37.765129999383,3886,Newmerella
LAKE CURLIP STATE GAME RESERVE,148.567919999995,-37.7551299995347,3888,Brodribb River
LAKE MOUNTAIN ALPINE RESERVE,145.88097999979,-37.5170699992214,3779,Marysville
LAKE RESERVE,144.968390000342,-37.7330599986943,3058,Coburg North
LAKE TYERS ABORIGINAL RESERVE,148.108760000417,-37.805399998721,3909,Toorloo Arm
LAKE TYERS PUBLIC HALL,148.051260000482,-37.8523499993572,3909,Toorloo Arm
KUDD PARK RESERVE,145.907449999485,-38.0311399994684,3818,Jindivick
KOOLANGARRA PARK,145.716219999746,-38.0979199988616,3815,Bunyip
KOOLUNGA RESERVE,145.294590000018,-37.869569999528,3156,Ferntree Gully
KOOMBA PARK,145.214060000364,-37.8477599995052,3152,Wantirna
PASCOE RESERVE,143.745140000478,-37.0556399989959,3465,Maryborough
GLENDONALD PARK,146.422590000051,-38.3203699988632,3842,Churchill
TYROL PARK,145.190189999755,-37.8613999993152,3133,Vermont South
FERNTREE GULLY NATIONAL PARK,145.318199999848,-37.8798499992788,3785,Tremont
C C CALDER RESERVE,144.972919999627,-37.7473499993435,3055,Brunswick West
ANTONIO PARK,145.208100000502,-37.8143899990817,3132,Mitcham
GLENORCHY GOLF CLUB,142.657650000158,-36.9076299992869,3385,Glenorchy
TREASURY GARDENS,144.976149999686,-37.8141099989038,3002,East Melbourne
KOONOOMOO RECREATION GROUND,145.576259999742,-35.89289999869,3644,Koonoomoo
KOONUNG PARK,145.087640000363,-37.7781799987127,3105,Bulleen
KOONUNG PARK,145.150559999768,-37.8087999991892,3130,Blackburn North
KOORNANG PARK,145.05245000042,-37.8947299987372,3163,Carnegie
KOOYONG GARDENS,145.031460000197,-37.8425899989022,3144,Kooyong
KELVIN THOMSON PARK,144.930570000203,-37.7361699994471,3044,Pascoe Vale South
H D GRAHAM RESERVE,144.796270000048,-37.8786399987841,3028,Altona Meadows
GRANDFILL RESERVE,145.271439999976,-37.7943099987197,3136,Croydon
DARLING GARDENS,144.992459999927,-37.7910699987273,3068,Clifton Hill
GUNNS ROAD RESERVE,145.260930000414,-37.9959999993404,3803,Hallam
LLOYD PARK,145.349369999487,-37.9536599990218,3160,Belgrave South
LLOYD PARK,145.191060000209,-38.1490999986373,3910,Langwarrin
LLOYD RESERVE,144.822920000379,-37.7641499993315,3020,Sunshine North
LOCKINGTON RECREATION RESERVE,144.540559999734,-36.2659999993828,3563,Lockington
LOCKSLEY RECREATION RESERVE,145.332640000161,-36.8342899994129,3665,Locksley
BELMONT COMMON,144.35169999957,-38.1705999993166,3216,Belmont
BELMONT PARK,145.069660000331,-37.8156799990917,3103,Deepdene
BEN ALEXANDER PLAYGROUND,144.998199999464,-37.8190099988789,3121,Richmond
BEN CAIRN RESERVE,145.616810000018,-37.7215099988653,3799,Wesburn
PHILLIPS GARDENS,143.737100000486,-37.0489099987735,3465,Maryborough
Paddys Ranges State Park,143.70167000015,-37.0860999990599,3465,Adelaide Lead
Burke Road South Reserve ,145.050280000434,-37.8491999988856,3146,Glen Iris
PEEL STREET OVAL,143.731809999954,-37.0406799988505,3465,Maryborough
DANDENONG POLICE PADDOCKS,145.248200000481,-37.9598499988595,3802,Endeavour Hills
GREENSBOROUGH PARK,145.105909999478,-37.6999599988707,3088,Greensborough
GREENWICH RESERVE,144.900090000225,-37.8526599986463,3016,Williamstown
KEPPELS FALLS SCENIC RESERVE,145.844309999651,-37.4965099989277,3779,Marysville
SWAGMANS HAT FUN PARK,145.488760000155,-38.4334599989252,3984,Corinella
THE BEECHES PICNIC GROUND,145.830139999946,-37.4834599987718,3779,Marysville
WILKES CREEK PICNIC GROUND,145.722920000305,-37.5287399986489,3779,Marysville
LOG CABIN CARAVAN PARK,145.175419999934,-38.1434599986513,3910,Langwarrin
STEEPBANK PICNIC AREA,141.490700000047,-37.9340099990033,3303,Hotspur
ARALUEN RECREATION RESERVE,147.09197999987,-38.1072199990937,3850,Sale
CYRIL FOX RECREATION RESERVE,145.202090000359,-38.3592899994512,3919,Crib Point
CRYSTAL PARK,145.131909999978,-38.0966599986727,3198,Seaford
N J TELFER RESERVE,145.064849999631,-37.704419998719,3083,Bundoora
WILLIAM MCBRIAR RECREATION RESERVE,147.580419999932,-37.7976299992415,3875,Ellaswood
YELLOW DOG PICNIC GROUND,145.775980000083,-37.5226299986708,3779,Marysville
BERRY HIGGS PLAYGROUND,145.871260000067,-37.5142899994097,3779,Marysville
WAVERLEY PARK,145.069309999752,-37.877899998758,3145,Malvern East
WEATHERHEAD FOREST RESERVE,145.614030000372,-38.0309599988317,3812,Maryknoll
DIXON FIELD,144.584049999492,-37.4836399988736,3437,Gisborne
DOAKS RESERVE,144.517899999493,-36.816389998735,3551,Eppalock
DOBSON RESERVE,144.86684999979,-37.7875799994707,3012,Maidstone
ANAKIE RECREATION RESERVE,144.192089999772,-37.9303999991331,3331,Maude
ALISTAIR KNOX PARK,145.143900000378,-37.7194599991625,3095,Eltham
WOODLANDS PARK,144.911899999596,-37.7427899986971,3040,Essendon
LALOR RESERVE,145.017090000013,-37.6678999988244,3075,Lalor
Langwarrin Flora and Fauna Reserve,145.176629999551,-38.1748099994791,3910,Langwarrin
LAKE TYERS RECREATION RESERVE,148.052520000314,-37.8539299987392,3909,Lake Tyers Beach
POREPUNKAH RECREATION RESERVE,146.911819999969,-36.6981399990523,3740,Porepunkah
DALTON RESERVE,144.274870000072,-35.8237399990477,3568,Daltons Bridge
Dampr Creek Reserve,145.122990000151,-37.8684099987686,3149,Mount Waverley
DOROTHY LAVER RESERVE,145.064029999726,-37.8659599990989,3147,Ashburton
DORSET PUBLIC GOLF COURSE,145.300130000542,-37.8054099987887,3136,Croydon
COATESVILLE RESERVE,145.078480000545,-37.9209599994993,3165,Bentleigh East
SWAN HILL PIONEER SETTLEMENT,143.564310000108,-35.3484599989062,3585,Swan Hill
ABERFELDIE PARK,144.901420000474,-37.762469999178,3040,Aberfeldie
ZERBES RESERVE,145.161019999924,-37.7782999995074,3109,Doncaster East
ZILLAH CRAWCOUR PARK,144.321930000017,-38.1445199990477,3220,Newtown
ZOOLOGICAL GARDENS,144.945700000115,-37.7837399987446,3052,Parkville
H P ZWAR RESERVE,144.996009999939,-37.74117999938,3072,Preston
MCDONALD PARK,142.910420000375,-37.2526299986513,3377,Ararat
WYNDHOLM RESERVE,143.819030000356,-37.5220699988917,3355,Wendouree
MCDONALD RESERVE,144.324360000335,-38.1820999991192,3216,Belmont
D MCDONALD RESERVE,144.974309999952,-37.7409599988882,3058,Coburg
J A MCDONALD GARDENS,144.895140000372,-37.7684599995125,3032,Maribyrnong
MCDONALD/HEALY PLAYGROUND,145.072090000261,-37.9948499989179,3195,Parkdale
MCDONNELL PARK,145.014300000397,-37.7693199988345,3070,Northcote
KURLL PARK,145.328170000251,-37.9977399988473,3804,Narre Warren North
KURRAJONG RESERVE,145.303810000177,-37.794539999131,3136,Croydon
KYABRAM RECREATION GROUND,145.041810000368,-36.3117899994986,3620,Kyabram
PINKS RESERVE,145.319149999936,-37.8130399993245,3137,Kilsyth
MCGRATH RECREATION GROUND,147.318760000042,-36.09734999873,3701,Granya
WILLIAM RICKETTS SANCTUARY,145.355160000277,-37.8326699987387,3767,Mount Dandenong
MUCKATAH RECREATION RESERVE,145.634310000456,-35.999569998752,3644,Muckatah
NORTHCOTT PARK,143.900680000341,-37.4307299995076,3363,Creswick
LINCOLN SQUARE,144.962889999747,-37.8024199994031,3053,Carlton
LINDENOW SOUTH GOLF COURSE,147.430699999539,-37.8323499994815,3875,Lindenow South
A K LINES RESERVE,145.087609999908,-37.7042999994167,3087,Watsonia
LIONS PARK,147.080129999668,-38.0941199988517,3850,Sale
H V MCKAY MEMORIAL GARDENS,144.828379999682,-37.7836699992201,3020,Sunshine
MCKECHNIE RESERVE,144.798089999552,-37.7465599992917,3021,Saint Albans
MCKENZIE FLORA RESERVE,145.7165300004,-37.2070699987236,3714,Alexandra
GREG RIDSDALE MEMORIAL CAMPING PARK,147.834030000542,-37.7112399993042,3885,Bruthen
GREYS RESERVE,145.757920000345,-35.9798499993305,3644,Cobram East
STANLEY PARK,144.580040000228,-37.4062699991277,3441,Mount Macedon
STANLEY STREET RESERVE,145.059310000236,-37.866789998839,3145,Malvern East
STEAD PARK,144.364270000228,-38.0828699987713,3214,Corio
STEAVENSON FALLS RESERVE,145.767640000136,-37.533739999236,3779,Marysville
BEECHWORTH RECREATION RESERVE,146.696810000141,-36.3492899986487,3747,Beechworth
BELGRAVE SOUTH RECREATION RESERVE,145.355700000095,-37.9317899987443,3160,Belgrave South
BARRINGO WILDLIFE RESERVE,144.637090000321,-37.4176299994762,3431,Riddells Creek
BANDIANA GOLF COURSE,146.91903000024,-36.1520699992563,3691,Bandiana
BANKSIA RESERVE,145.04227000001,-37.9863099993096,3193,Beaumaris
BANKSIA SQUARE,145.174870000234,-38.3912399988246,3927,Somers
IRWIN RESERVE,144.853200000106,-37.8451299994985,3025,Altona North
DORSET HILL WILDLIFE PARK,145.670140000055,-36.5062399993852,3669,Earlston
R B DOUGLAS RESERVE,144.974309999726,-37.7762399993555,3057,Brunswick East
DOWTON PARK RESERVE,146.059099999574,-38.2083299992141,3823,Yarragon
DINSDALE PARK,145.257369999571,-37.8676299988302,3155,Boronia
DOBSON PARK,145.286170000253,-37.8773399993634,3156,Ferntree Gully
STRATFORD SPORTS GROUND,147.084359999671,-37.9717799992708,3862,Stratford
STRATHBOGIE RECREATION RESERVE,145.739129999507,-36.8507199987421,3666,Strathbogie
UNION STREET RESERVE,145.023580000212,-37.8579799987223,3143,Armadale
UNIVERSITY SQUARE,144.960280000225,-37.801069999195,3053,Carlton
TUERONG RESERVE,145.074150000065,-38.2892499990032,3915,Tuerong
TRICKS RESERVE,145.019370000086,-37.9653099990101,3193,Black Rock
ROSANNA GOLF CLUB,145.102550000294,-37.7455799990782,3083,Chadstone
UNDERA RECREATION RESERVE,145.216000000336,-36.2766499991071,3629,Undera
RIGHETTI OVAL,145.037370000195,-37.8392899993213,3144,Kooyong
RINGWOOD NORTH RESERVE,145.238669999962,-37.79516999939,3134,Ringwood North
RITCHIE NATURAL FLORA RESERVE,145.849590000061,-38.4448499987583,3950,Korumburra
WALLACEDALE OVAL,141.79477999949,-37.9146399993768,3303,Wallacedale
WANDOWN STATE WILDLIFE RESERVE,142.985420000005,-34.7995699987476,3549,Wandown
WANGIE FAUNAL RESERVE,143.261530000053,-35.7026299989844,3530,Wangie
ROSS RESERVE,145.170670000127,-37.9613899988259,3174,Noble Park
ROTHWELL RESERVE,144.50896000024,-37.9748399991099,3211,Little River
NARRAPORT RECREATION RESERVE,143.123480000062,-36.0392899991445,3483,Narraport
J A BOYD MEMORIAL RESERVE,147.085530000049,-37.971599998745,3862,Stratford
BRADDY RESERVE,144.938480000122,-37.76289999903,3055,Brunswick West
BRAEMAR COURT RESERVE,144.330789999846,-38.1584099992834,3220,Newtown
BRAESIDE METROPOLITAN PARK,145.133480000079,-37.9942899986502,3195,Braeside
BRAMBLEFIELD RESERVE,145.152369999533,-38.1973499989816,3911,Baxter
WALLACE AVENUE RESERVE,145.145469999535,-38.1573299990407,3199,Frankston
WALLACE RECREATION RESERVE,144.049790000418,-37.5518999991183,3352,Wallace
E H JONES RESERVE,144.979470000184,-37.7616899989505,3057,Brunswick East
JORDAN RESERVE,145.108100000259,-37.8768199986582,3148,Chadstone
J L JORDAN RESERVE,144.66597999967,-38.2634599994164,3225,Queenscliff
JORDANS BEND PICNIC AREA,145.383760000513,-36.3656799990654,3630,Shepparton
JOSEPH HARRIS SCOUT PARK,145.004590000257,-38.2912399990017,3934,Mount Martha
JOSEPH LANYON RESERVE,144.654349999927,-37.889829999403,3030,Werribee
JOYCE PARK,145.045830000436,-37.9077499990396,3204,Ormond
K W JOYCE RESERVE,144.934979999875,-37.7198599993774,3044,Pascoe Vale
JUBILEE PARK,145.232040000281,-37.8231399991926,3134,Ringwood
JOHN AUGUST RESERVE,145.084139999449,-37.8176099989697,3103,Balwyn
JOE TABUTEAU RESERVE,146.253739999949,-38.1748099991187,3825,Moe
JEFF FLORRIMELL RESERVE,144.807640000102,-37.7687399986833,3020,Albion
JELLS PARK,145.200419999583,-37.9067899988711,3150,Wheelers Hill
JENNINGS RESERVE,145.360700000012,-37.8209599990928,3766,Kalorama
JEREMAL FAUNAL RESERVE,147.921730000412,-36.0312299991583,3708,Tintaldra
YANDELL RESERVE,145.11820000001,-37.6965099987238,3088,Greensborough
NAMBROK RECREATION RESERVE,146.853769999913,-38.0694299994825,3847,Nambrok
NARBETHONG SPECIAL PURPOSES RESERVE,145.636530000471,-37.5776299995237,3778,Narbethong
KYVALLEY RECREATION RESERVE,145.005699999625,-36.2848499989001,3621,Kyvalley
ELMORE RECREATION RESERVE,144.607799999903,-36.491219998951,3558,Elmore
ELTHAM CENTRAL PARK,145.144999999999,-37.7150499993837,3095,Eltham
ELTHAM COMMON,145.146260000312,-37.716789999298,3095,Eltham
ELWOOD PARK,144.986400000087,-37.8896999992734,3184,Elwood
EMERALD PARK,145.453760000069,-37.9312399989721,3782,Emerald
F A EMERY RESERVE,144.820729999492,-37.861589999229,3018,Altona
MICHAEL LAFFAN RESERVE,144.830610000034,-37.7957799995133,3020,Sunshine
MICHAEL MCCOY RESERVE,144.897630000219,-37.7921799991894,3011,Footscray
Yallourn North Recreation Reserve,146.362920000498,-38.1620699994394,3825,Yallourn North
HIGHFIELD PARK,145.08567999976,-37.8361999986699,3124,Camberwell
HIGHTON RECREATION RESERVE,144.320980000173,-38.1709599992202,3216,Highton
ELIZABETH BRIDGE RESERVE,145.321920000548,-37.8003999991754,3137,Kilsyth
MILDURA GOLF COURSE,142.136260000225,-34.1784599995421,3500,Mildura
AQUEDUCT RESERVE,145.065139999682,-37.6892899991876,3083,Bundoora
PENNYWEIGHT GULLY RESERVE,143.881930000212,-37.5739399990963,3350,Canadian
PENSHURST FOOTBALL GROUND,142.29986999986,-37.870959998855,3289,Penshurst
CLAREMONT PARK,144.342919999954,-38.1573499992836,3220,Newtown
CLARKE LAGOON FAUNAL RESERVE,147.911559999839,-36.0240799992116,3708,Tintaldra
S J CLEMENT RESERVE,144.852870000047,-37.846349999064,3025,Altona North
CLIFFORD PARK SCOUT CENTRE,145.280140000506,-37.7151299990075,3115,Wonga Park
M W W CLIFTON RESERVE,144.953199999469,-37.7667899987674,3056,Brunswick
CLIPPERTON RESERVE,145.128479999562,-38.1895699990747,3199,Frankston South
C G BARKER RESERVE,144.938200000147,-37.7684599992571,3055,Brunswick West
BARKLEY SQUARE RESERVE,144.445420000355,-37.2403999989964,3444,Kyneton
C T BARLING RESERVE,145.039459999838,-37.7235999988554,3083,Bundoora
ENSAY SOUTH RECREATION RESERVE,147.820140000316,-37.3823499992595,3895,Ensay
EPPING RESERVE,145.029029999509,-37.6409599988467,3076,Epping
EPSOM SPORTS CENTRE,144.319030000301,-36.7042899993582,3551,Epsom
ERIC BELL RESERVE,145.147370000421,-38.1251299988451,3200,Frankston North
ERIC BOARDMAN MEMORIAL RESERVE,144.696070000488,-37.582219998666,3429,Sunbury
ERN BARKER RESERVE,145.284869999886,-38.0035199993392,3803,Hallam
ERNEST LLOYD RESERVE,145.646949999806,-37.8155399994063,3797,Gladysdale
ERRINGTON RESERVE,144.803070000169,-37.7456499986841,3021,Saint Albans
BUSH RESERVE,144.953929999942,-37.7423299987348,3058,Coburg
BUTTERFIELD RESERVE,145.436079999533,-37.8951599991856,3791,Kallista
BALNARRING RECREATION RESERVE,145.117200000441,-38.3622599990084,3926,Balnarring
WHITEHOUSE CREEK SCENIC RESERVE,145.829309999823,-37.4831799988317,3779,Marysville
WAREENA PARK,146.310649999989,-36.3592499992717,3677,Wangaratta
WARR PARK,144.964480000078,-37.7602899986689,3056,Brunswick
WALKER PARK,145.184700000545,-37.8164299992513,3131,Nunawading
WALKER RESERVE,145.240160000112,-37.8733399992985,3152,Wantirna South
WALKLEY PARK,146.413149999734,-38.314889999327,3842,Churchill
WALLACE MORE PARK,144.796260000144,-37.772899999481,3022,Ardeer
CHERRY TREE PICNIC AREA,148.051529999732,-37.8042899986941,3909,Toorloo Arm
ANDERSON PARK,145.048829999619,-37.8399399987699,3123,Hawthorn East
ANDERSON RESERVE,145.820980000528,-38.4384599994136,3950,Korumburra
J J ANDERSON RESERVE,144.959309999884,-37.7498499990245,3058,Coburg
N G W ANDERSON PARK,144.97237000022,-37.7670699988302,3057,Brunswick East
ANDREWS PARK,146.413480000243,-38.3031799990818,3842,Churchill
ANDREWS RESERVE,145.212929999708,-38.0021799987752,3175,Dandenong South
ANGUS FACEY RESERVE,145.302860000362,-38.0110199992873,3805,Narre Warren
APEX PARK PICNIC AREA,146.307090000481,-38.4278999992718,3870,Boolarra South
THE GIANT WORM,145.472090000083,-38.4740099987999,3991,Bass
CATJUMP PARK,145.175140000201,-37.7803999987793,3109,Doncaster East
ARMSTRONG RESERVE,145.130980000336,-38.0906799994574,3198,Seaford
HINKLER RESERVE,145.174570000388,-37.8807699991441,3150,Glen Waverley
HISLOP RESERVE,145.080960000549,-37.8000899988754,3104,Balwyn North
HEIDELBERG GOLF CLUB,145.114030000463,-37.7315099993533,3093,Lower Plenty
HEIDELBERG PARK,145.072729999809,-37.7539799993279,3084,Heidelberg
WANTIRNA RECREATION RESERVE,145.205139999734,-37.8601299991714,3152,Wantirna
WARATAH SOUTH RESERVE,145.245139999733,-37.9951299994965,3177,Doveton
WALLABY CREEK RESORT,145.249869999544,-37.4073499986524,3658,Clonbinane
WALLABY PARK,145.596259999713,-38.3340099990091,3984,Lang Lang
EASTFIELD PARK,145.278430000092,-37.8086799986361,3136,Croydon
CROYDON TOWN PARK SOUTH,145.278430000092,-37.8086799986361,3136,Croydon
D N DUANE RESERVE,144.842639999432,-37.8231399992371,3012,Brooklyn
W J DUGGAN RESERVE,144.979590000306,-37.7492899993378,3058,Coburg
DUMBALK RECREATION RESERVE,146.101029999904,-38.5334999994387,3956,Dumbalk
DUNCAN MACKINNON RESERVE,145.063939999503,-37.9053599993194,3163,Murrumbeena
BRUNSWICK PARK,144.951570000064,-37.7644099993907,3056,Brunswick
THE GRANGE,145.132369999475,-37.9453999986852,3169,Clayton South
MOUNT CRAVENSVILLE SCENIC RESERVE,147.603759999547,-36.470129999215,3701,Dartmouth
MOUNT DANDENONG OBSERVATORY RESERVE,145.347919999844,-37.8298499991128,3767,Mount Dandenong
MOUNT DONNA BUANG RESERVE,145.678480000456,-37.7112399988215,3799,Warburton
MEREDITH PARK,143.610559999766,-38.269189999514,3250,Colac
WATSON PARK,146.413810000447,-38.3103599995197,3842,Churchill
WATSON RESERVE,145.079870000417,-37.8670699988521,3147,Ashburton
CUDGEWA RECREATION GROUND,147.787369999813,-36.1742899990458,3705,Cudgewa
E J WHITTEN OVAL,144.886750000419,-37.8002999987794,3011,Footscray
MOUNT HOPE RESERVE,144.202650000204,-35.990399998794,3575,Pyramid Hill
MOUNT HOTHAM ALPINE RESORT,147.119310000059,-36.9840099989423,3741,Hotham Heights
