name,longitude,latitude,postcode,suburb
WHITESIDE PRIMARY SCHOOL,145.14848000005,-37.9384599993526,3171,Springvale
WHITTINGTON PRIMARY SCHOOL,144.395010000176,-38.1781399993826,3219,Whittington
QUARRY HILL PRIMARY SCHOOL,144.279979999461,-36.7750999995347,3550,Quarry Hill
STRATHLEA PRIMARY SCHOOL,143.969029999749,-37.1476299993995,3364,Strathlea
STREATHAM PRIMARY SCHOOL,143.061810000142,-37.6803999987202,3351,Streatham
STREATHAM & DISTRICT PRIMARY SCHOOL,143.061810000142,-37.6803999987202,3351,Streatham
AVONDALE PRIMARY SCHOOL,144.860860000109,-37.7678299988271,3034,Avondale Heights
MALMSBURY PRIMARY SCHOOL,144.386950000401,-37.1872999992434,3446,Malmsbury
MORDIALLOC PRIMARY SCHOOL,145.088819999547,-38.0055699992753,3195,Mordialloc
MORELAND PRIMARY SCHOOL,144.966480000279,-37.7550499986664,3058,Coburg
MEADOWBANK PRIMARY SCHOOL,144.929030000111,-37.6878999989515,3047,Broadmeadows
SPEED PRIMARY SCHOOL,142.442649999505,-35.4012399991515,3488,Speed
SKYE PRIMARY SCHOOL,145.201250000083,-38.1176899986987,3977,Skye
WON WRON PRIMARY SCHOOL,146.717090000233,-38.4753999992973,3971,Won Wron
WILLOWMAVIN PRIMARY SCHOOL,144.888239999937,-37.2594099988755,3764,Willowmavin
Willung Primary School,146.820140000172,-38.2528999993859,3847,Willung
NILMA NORTH PRIMARY SCHOOL,145.985700000112,-38.1390099993972,3821,Nilma North
NOBLE PARK NORTH PRIMARY SCHOOL,145.18958999971,-37.9417899993912,3174,Noble Park North
GLENTHOMPSON PRIMARY SCHOOL,142.550039999743,-37.6375199990638,3293,Glenthompson
LALOR PARK PRIMARY SCHOOL,145.001350000543,-37.6636799988216,3075,Lalor
LALOR PRIMARY SCHOOL,145.025399999882,-37.6700599995056,3075,Lalor
MURRAYVILLE PRIMARY SCHOOL,141.18153000011,-35.2628999994877,3512,Murrayville
MURTOA PRIMARY SCHOOL,142.468759999793,-36.6165099993597,3390,Murtoa
KINGSTON PRIMARY SCHOOL,143.954309999471,-37.3795699992219,3364,Kingston
PANTON HILL PRIMARY SCHOOL,145.239559999436,-37.6415899990384,3759,Panton Hill
MURRABIT GROUP SCHOOL,143.950749999894,-35.5288199989693,3579,Murrabit
MURRAYDALE CENTRAL PRIMARY SCHOOL,143.559310000096,-35.280399999118,3586,Murraydale
MURRAY ROAD PRIMARY SCHOOL,146.292090000059,-38.1890099989022,3825,Newborough
LAKES ENTRANCE PRIMARY SCHOOL,147.994240000506,-37.8759599989091,3909,Lakes Entrance
LAKESIDE PRIMARY SCHOOL,144.979590000197,-37.7095699986492,3073,Reservoir
MONTMORENCY SOUTH PRIMARY SCHOOL,145.129670000188,-37.7249099992997,3094,Montmorency
WINTON SWAMP,145.129670000188,-37.7249099992997,3094,Montmorency
LOCH PRIMARY SCHOOL,145.702960000291,-38.3686099988264,3945,Loch
NOORAT PRIMARY SCHOOL,142.928740000379,-38.1907399993177,3265,Noorat
DONVALE PRIMARY SCHOOL,145.173779999791,-37.8003999991385,3111,Donvale
HORSHAM NORTH PRIMARY SCHOOL,142.204539999989,-36.6973599989893,3400,Horsham
LANCASTER PRIMARY SCHOOL,145.123480000223,-36.6751299986878,3612,Whroo
LANCEFIELD PRIMARY SCHOOL,144.726429999925,-37.274939999041,3435,Lancefield
LANGLEY PRIMARY SCHOOL,144.489659999997,-37.1711699995246,3444,Langley
KUNYUNG PRIMARY SCHOOL,145.076240000375,-38.1876599991816,3930,Mount Eliza
KYABRAM PRIMARY SCHOOL,145.039029999966,-36.309289999351,3620,Kyabram
BOBINAWARRA EAST PRIMARY SCHOOL,146.497920000019,-36.5281799986652,3678,Bobinawarrah
BALD HILLS PRIMARY SCHOOL,143.844590000044,-37.4509599991007,3364,Bald Hills
JACANA PRIMARY SCHOOL,144.913340000134,-37.6885999990527,3047,Jacana
SANDRINGHAM PRIMARY SCHOOL,145.009470000484,-37.9470299990493,3191,Sandringham
SALE PRIMARY SCHOOL,147.072889999811,-38.107749999108,3850,Sale
BOGONG PRIMARY SCHOOL,147.22542000026,-36.8037399990002,3699,Bogong
EDDINGTON PRIMARY SCHOOL,143.859309999672,-36.8826299990128,3472,Eddington
MARCUS HILL PRIMARY SCHOOL,144.571529999919,-38.2420699992574,3222,Marcus Hill
MARDAN SOUTH PRIMARY SCHOOL,146.091529999447,-38.47984999905,3953,Mardan
MARIBYRNONG PRIMARY SCHOOL,144.891529999692,-37.7712399992037,3032,Maribyrnong
MARKWOOD PRIMARY SCHOOL,146.497919999845,-36.4592899991955,3678,Markwood
MARLBOROUGH PRIMARY SCHOOL,145.232949999575,-37.8363999995343,3135,Heathmont
WEST WARRNAMBOOL PRIMARY SCHOOL,142.465979999783,-38.3659599990133,3280,Warrnambool
CALLAWADDA PRIMARY SCHOOL,142.785699999433,-36.8178999994984,3387,Callawadda
MAPLE STREET PRIMARY SCHOOL,144.265149999598,-36.771239998703,3555,Golden Square
WONGA PARK PRIMARY SCHOOL,145.273999999551,-37.7306299987875,3115,Wonga Park
MARYSVILLE PRIMARY SCHOOL,145.748940000451,-37.51196999902,3779,Marysville
CAMPBELLTOWN PRIMARY SCHOOL,143.944309999468,-37.2026299991375,3364,Campbelltown
BURRUM PRIMARY SCHOOL,142.733199999982,-36.5506799993383,3388,Banyena
GLENORCHY PRIMARY SCHOOL,142.659869999994,-36.9020699988983,3385,Glenorchy
GLENORMISTON PRIMARY SCHOOL,142.988479999912,-38.1562399987414,3265,Glenormiston North
SUTTON GRANGE PRIMARY SCHOOL,144.358200000254,-36.9873499991082,3448,Sutton Grange
Stradbroke West Primary School,146.961260000203,-38.2703999988259,3851,Stradbroke
ELINGAMITE NORTH PRIMARY SCHOOL,143.002919999567,-38.3353999991703,3266,Elingamite North
ELINGAMITE PRIMARY SCHOOL,143.02153000008,-38.365679999277,3266,Elingamite
ELLERSLIE PRIMARY SCHOOL,142.685980000368,-38.1517899987737,3265,Ellerslie
ELLIMINYT PRIMARY SCHOOL,143.583700000063,-38.3613399994283,3250,Elliminyt
ELMHURST PRIMARY SCHOOL,143.250209999834,-37.1779999992494,3469,Elmhurst
BUNDARRA PRIMARY SCHOOL,141.59244999953,-38.3622299989127,3305,Portland
BUNINYONG PRIMARY SCHOOL,143.886259999577,-37.6542199987136,3357,Buninyong
GOLDEN POINT PRIMARY SCHOOL,143.863760000099,-37.5678999990678,3350,Golden Point
TRAFALGAR PRIMARY SCHOOL,146.088759999876,-38.2115099992947,3823,Yarragon
TOORAK CENTRAL SCHOOL,145.009869999709,-37.8451299988708,3142,Toorak
TOORAK PRIMARY SCHOOL,145.009910000509,-37.8450599992713,3142,Toorak
TOORLOO ARM PRIMARY SCHOOL,148.050980000266,-37.8525299987672,3909,Toorloo Arm
ALTONA MEADOWS PRIMARY SCHOOL,144.779739999774,-37.8686699989221,3028,Altona Meadows
ALTONA NORTH PRIMARY SCHOOL,144.849179999758,-37.8369599991767,3025,Altona North
ALTONA PRIMARY SCHOOL,144.822749999693,-37.8676899994871,3018,Altona
ALTONA WEST PRIMARY SCHOOL,144.817369999481,-37.8606799989963,3018,Altona
QUAMBATOOK GROUP SCHOOL,143.518760000136,-35.8551299988995,3540,Quambatook
ORMOND PRIMARY SCHOOL,145.033670000009,-37.9069899991674,3204,Ormond
WOODSIDE PRIMARY SCHOOL,146.876740000342,-38.5263199993127,3874,Woodside
WOODVILLE PRIMARY SCHOOL,144.691240000168,-37.8837599990996,3029,Hoppers Crossing
SUSSEX HEIGHTS PRIMARY SCHOOL,145.111280000159,-37.8889099988119,3149,Mount Waverley
SUTHERLAND CREEK PRIMARY SCHOOL,144.227640000049,-38.0137399991084,3331,Sutherlands Creek
TOOTGAROOK PRIMARY SCHOOL,144.85733000017,-38.3694599991153,3941,Tootgarook
AIRLY PRIMARY SCHOOL,147.113899999818,-38.025699999173,3851,Airly
ALBERT PARK PRIMARY SCHOOL,144.952769999588,-37.8418699990909,3206,Albert Park
ALBION NORTH PRIMARY SCHOOL,144.823050000202,-37.7621099992731,3020,Sunshine North
ALDERCOURT PRIMARY SCHOOL,145.161619999613,-38.1166099995251,3200,Frankston North
STRATHMERTON PRIMARY SCHOOL,145.478850000215,-35.9240099990766,3641,Strathmerton
STRATHMORE NORTH PRIMARY SCHOOL,144.915980000213,-37.7248499986448,3041,Strathmore
STRATHMORE PRIMARY SCHOOL,144.91701000036,-37.7354999995075,3041,Strathmore
CHESHUNT SOUTH PRIMARY SCHOOL,146.395699999913,-36.8267899995,3678,Cheshunt
TOTTENHAM NORTH PRIMARY SCHOOL,144.855980000482,-37.7903999992256,3019,Braybrook
TOTTENHAM PRIMARY SCHOOL,144.86014000029,-37.8003999988532,3012,West Footscray
KERGUNYAH SOUTH PRIMARY SCHOOL,147.042919999876,-36.3753999989924,3691,Kergunyah
KERRIMUIR PRIMARY SCHOOL,145.135249999892,-37.8036699991921,3129,Box Hill North
THE LAKE PRIMARY SCHOOL,142.093149999696,-34.2058999993745,3505,Cabarita
SYNDAL SOUTH PRIMARY SCHOOL,145.143310000374,-37.8790699987333,3149,Mount Waverley
WILKUR SOUTH PRIMARY SCHOOL,142.679590000445,-36.097899999403,3393,Wilkur
KENSINGTON PRIMARY SCHOOL,144.92761999999,-37.7926599988282,3031,Kensington
KENT PARK PRIMARY SCHOOL,145.26274000008,-37.8834799986952,3156,Ferntree Gully
KANGAROO FLAT PRIMARY SCHOOL,144.234090000003,-36.7876699992248,3555,Kangaroo Flat
KANGAROO GROUND PRIMARY SCHOOL,145.214660000517,-37.6917199986395,3097,Kangaroo Ground
WILLAURA PRIMARY SCHOOL,142.739470000001,-37.5446799995364,3379,Willaura
WILLENABRINA PRIMARY SCHOOL,142.21486999964,-36.0665099992462,3393,Willenabrina
TANJIL SOUTH PRIMARY SCHOOL,146.252399999666,-38.1188499991468,3825,Tanjil South
SUNSHINE PRIMARY SCHOOL,144.831020000393,-37.7907799988465,3020,Sunshine
SURFSIDE PRIMARY SCHOOL,144.541669999797,-38.2614399989444,3226,Ocean Grove
SURREY HILLS PRIMARY SCHOOL,145.100909999909,-37.8255199995323,3127,Surrey Hills
WAREEK PRIMARY SCHOOL,143.611530000279,-36.9912399990631,3465,Wareek
KARINGAL HEIGHTS PRIMARY SCHOOL,145.166819999899,-38.1414599994886,3199,Frankston
KARINGAL PRIMARY SCHOOL,145.152280000536,-38.1379099989011,3199,Frankston
TANTI PARK PRIMARY SCHOOL,145.057919999462,-38.2262399991809,3931,Mornington
KATAMATITE PRIMARY SCHOOL,145.685299999798,-36.0773399992465,3649,Katamatite
KATAMATITE EAST PRIMARY SCHOOL,145.759589999968,-36.024849999092,3649,Katamatite East
CARRARAGARMUNGEE PRIMARY SCHOOL,146.460869999781,-36.3288799991029,3678,Londrigan
CARRINGTON PRIMARY SCHOOL,145.246500000176,-37.8914599989548,3180,Knoxfield
CARRUM DOWNS PRIMARY SCHOOL,145.187910000308,-38.0945799987959,3201,Carrum Downs
BIRCHIP PRIMARY SCHOOL,142.920149999673,-35.9815099992785,3483,Birchip
BIRREGURRA PRIMARY SCHOOL,143.786519999915,-38.3404399986683,3242,Birregurra
KATANDRA WEST PRIMARY SCHOOL,145.560719999889,-36.2254499993221,3634,Katandra West
KATUNGA SOUTH PRIMARY SCHOOL,145.458939999964,-36.0183799987578,3640,Katunga
JUMBUNNA PRIMARY SCHOOL,145.770139999775,-38.4684599989199,3951,Jumbunna
Carrajung Primary School,146.698200000191,-38.3692899987424,3844,Carrajung
KALIMNA WEST PRIMARY SCHOOL,147.95625999974,-37.8609599990176,3909,Kalimna West
KALLISTA PRIMARY SCHOOL,145.370010000546,-37.8850699987532,3789,Sherbrooke
NATTE YALLOCK PRIMARY SCHOOL,143.468009999855,-36.9421199987846,3465,Natte Yallock
NAVARRE PRIMARY SCHOOL,143.111340000378,-36.9007199987467,3384,Navarre
MYRTLE CREEK PRIMARY SCHOOL,144.429590000515,-36.9456799991418,3551,Myrtle Creek
RESERVOIR PRIMARY SCHOOL,145.006779999526,-37.7114099991556,3073,Reservoir
MORTLAKE PRIMARY SCHOOL,142.804310000519,-38.0815099990067,3272,Mortlake
MOUNT BLOWHARD PRIMARY SCHOOL,143.786449999486,-37.429229999287,3352,Blowhard
MOUNT CLEAR PRIMARY SCHOOL,143.868380000013,-37.6047299986384,3350,Mount Clear
LEMNOS PRIMARY SCHOOL,145.462459999909,-36.3580399994613,3631,Lemnos
LARA LAKE PRIMARY SCHOOL,144.395650000107,-38.0303899994211,3212,Lara
LARDNER PRIMARY SCHOOL,145.87986999952,-38.20456999935,3821,Lardner
LARDNER & DISTRICT PRIMARY SCHOOL,145.87986999952,-38.20456999935,3821,Lardner
UPWEY SOUTH PRIMARY SCHOOL,145.326840000303,-37.9131299987534,3158,Upwey
DINGEE PRIMARY SCHOOL,144.234869999701,-36.3615099988757,3571,Dingee
DINGLEY PRIMARY SCHOOL,145.132499999869,-37.9825899992536,3172,Dingley Village
ARARAT NORTH PRIMARY SCHOOL,142.940060000405,-37.2746299995174,3377,Ararat
ARARAT PRIMARY SCHOOL,142.937309999792,-37.2859299989069,3377,Ararat
ARARAT WEST PRIMARY SCHOOL,142.92101000011,-37.2773499989941,3377,Ararat
ARDONACHIE PRIMARY SCHOOL,141.95876000008,-38.0617899991902,3286,Macarthur
AREEGRA PRIMARY SCHOOL,142.632089999628,-36.2670699989657,3480,Areegra
SOMERS PRIMARY SCHOOL,145.164609999786,-38.3920999992315,3927,Somers
SOMERVILLE PRIMARY SCHOOL,145.179150000354,-38.2239999986722,3912,Somerville
SORRENTO PRIMARY SCHOOL,144.740690000307,-38.3414699993292,3943,Sorrento
MOONEE PONDS WEST PRIMARY SCHOOL,144.909339999455,-37.7689299993111,3039,Moonee Ponds
KISMET PARK PRIMARY SCHOOL,144.728679999576,-37.5652299986934,3429,Sunbury
VERMONT PRIMARY SCHOOL,145.194300000501,-37.8373499992247,3133,Vermont
POOWONG CONSOLIDATED SCHOOL,145.769710000377,-38.3424699994548,3988,Poowong
LALLAT PLAINS PRIMARY SCHOOL,142.702369999643,-36.6398499994957,3388,Rupanyup
PYALONG PRIMARY SCHOOL,144.857100000054,-37.1172199992306,3521,Pyalong
POINT LONSDALE PRIMARY SCHOOL,144.621129999972,-38.2744099988607,3225,Point Lonsdale
NICHOLSON PRIMARY SCHOOL,147.747919999724,-37.8157599987147,3882,Nicholson
NIDDRIE PRIMARY SCHOOL,144.878439999989,-37.730829999132,3042,Airport West
NILMA PRIMARY SCHOOL,145.974299999644,-38.165719998821,3821,Nilma
NOBLE PARK PRIMARY SCHOOL,145.173910000335,-37.9706099993779,3174,Noble Park
LEARMONTH PRIMARY SCHOOL,143.713760000018,-37.4281799987286,3352,Learmonth
