SA2 code,SA2 name,IEO_Score,IEO_State Rank,IEO_State Decile,IEO_State Percentile,IER_Usual Resident Population,IER_Score,IER_State Rank,IER_State Decile,IER_State Percentile
206051134,St Kilda East,1143.7816659,477.0,10.0,93.0,15813.0,941.055068,75.0,2.0,15.0
206051511,Port Melbourne Industrial,1137.4855534,463.0,9.0,90.0,1907.0,957.9279664,107.0,3.0,21.0
206051512,South Melbourne,1146.1265941,481.0,10.0,94.0,11693.0,930.5885731,61.0,2.0,12.0
206051513,St Kilda - Central,1122.2880545,451.0,9.0,88.0,11857.0,904.2830851,34.0,1.0,7.0
206051514,St Kilda - West,1137.413353,462.0,9.0,90.0,13858.0,916.0472951,46.0,1.0,9.0
206061135,Armadale,1167.4757765,506.0,10.0,98.0,9336.0,987.2631741,180.0,4.0,36.0
206061136,Prahran - Windsor,1153.8713448,486.0,10.0,95.0,19119.0,940.9777631,74.0,2.0,15.0
206061138,Toorak,1176.825595,512.0,10.0,100.0,12953.0,1034.949906,323.0,7.0,63.0
206061515,South Yarra - North,1188.3854362,514.0,10.0,100.0,11192.0,904.6291408,35.0,1.0,7.0
206061516,South Yarra - South,1136.3899319,460.0,9.0,89.0,9939.0,910.5684697,39.0,1.0,8.0
206071139,Abbotsford,1162.8269282,501.0,10.0,97.0,9088.0,951.2176597,95.0,2.0,19.0
206071140,Carlton North - Princes Hill,1168.9820298,507.0,10.0,99.0,8186.0,968.8925744,139.0,3.0,28.0
206071141,Collingwood,1109.2245194,435.0,9.0,85.0,9179.0,864.2250161,13.0,1.0,3.0
206071142,Fitzroy,1124.7354975,453.0,9.0,88.0,10431.0,884.1488096,17.0,1.0,4.0
206071143,Fitzroy North,1171.145497,508.0,10.0,99.0,12781.0,961.9020757,120.0,3.0,24.0
206071145,Clifton Hill - Alphington,1174.5990597,511.0,10.0,99.0,9855.0,1026.127159,303.0,6.0,59.0
206071517,Richmond (South) - Cremorne,1173.3415017,510.0,10.0,99.0,17671.0,983.5446055,171.0,4.0,34.0
206071518,Richmond - North,1101.2063575,429.0,9.0,83.0,13867.0,886.9383048,20.0,1.0,4.0
207011146,Ashburton (Vic.),1138.2457971,468.0,10.0,91.0,7952.0,1070.364488,442.0,9.0,86.0
207011147,Balwyn,1141.5017717,474.0,10.0,92.0,16163.0,1039.665446,349.0,7.0,68.0
207011148,Balwyn North,1126.5046021,454.0,9.0,88.0,21123.0,1077.91077,460.0,9.0,90.0
207011149,Camberwell,1156.3445774,491.0,10.0,95.0,21232.0,1067.584605,431.0,9.0,84.0
207011150,Glen Iris - East,1162.9335079,502.0,10.0,98.0,16829.0,1098.913382,494.0,10.0,97.0
207011152,Hawthorn East,1164.2469735,503.0,10.0,98.0,15684.0,1013.994662,265.0,6.0,52.0
207011154,Kew East,1137.9070192,466.0,10.0,91.0,6482.0,1065.210689,424.0,9.0,83.0
207011155,Surrey Hills (West) - Canterbury,1158.7829243,494.0,10.0,96.0,15944.0,1084.846582,469.0,10.0,92.0
207011519,Hawthorn - North,1171.168868,509.0,10.0,99.0,9890.0,1000.130393,222.0,5.0,44.0
207011520,Hawthorn - South,1167.0760553,505.0,10.0,98.0,11957.0,979.1953307,163.0,4.0,32.0
207011521,Kew - South,1166.3176083,504.0,10.0,98.0,11601.0,1065.933521,427.0,9.0,84.0
207011522,Kew - West,1153.0140609,484.0,10.0,94.0,13039.0,1050.552451,385.0,8.0,75.0
207021156,Bulleen,1061.3704167,364.0,8.0,71.0,11289.0,1037.183641,338.0,7.0,66.0
207021157,Doncaster,1083.7101791,404.0,8.0,79.0,24814.0,1005.586601,242.0,5.0,48.0
207021159,Templestowe,1086.6023071,409.0,8.0,80.0,16966.0,1093.67713,485.0,10.0,95.0
207021160,Templestowe Lower,1078.51453,388.0,8.0,76.0,14191.0,1057.648011,404.0,8.0,79.0
207021424,Doncaster East - North,1080.7054681,395.0,8.0,77.0,15672.0,1075.253559,452.0,9.0,88.0
207021425,Doncaster East - South,1069.412853,373.0,8.0,73.0,15454.0,1010.788483,255.0,5.0,50.0
207031161,Blackburn,1104.6779547,431.0,9.0,84.0,22106.0,1039.509977,347.0,7.0,68.0
207031162,Blackburn South,1091.6739965,413.0,8.0,80.0,10939.0,1024.110423,300.0,6.0,59.0
207031163,Box Hill,1096.3085931,418.0,9.0,81.0,22841.0,927.9648092,58.0,2.0,12.0
207031164,Box Hill North,1106.4873844,432.0,9.0,84.0,18126.0,1015.763494,270.0,6.0,53.0
207031165,Burwood (Vic.),1089.3875175,412.0,8.0,80.0,12336.0,949.0993625,89.0,2.0,18.0
207031166,Burwood East,1063.317256,366.0,8.0,71.0,10675.0,1009.488086,253.0,5.0,50.0
207031167,Surrey Hills (East) - Mont Alber,1155.9267073,490.0,10.0,95.0,10166.0,1062.629973,418.0,9.0,82.0
208011168,Beaumaris,1128.5678392,455.0,9.0,89.0,14021.0,1106.864067,502.0,10.0,98.0
208011169,Brighton (Vic.),1161.2408969,498.0,10.0,97.0,22758.0,1073.885118,449.0,9.0,88.0
208011170,Brighton East,1138.0017464,467.0,10.0,91.0,16540.0,1093.026625,484.0,10.0,95.0
208011171,Highett (West) - Cheltenham,1107.6777909,433.0,9.0,84.0,12439.0,1052.250133,390.0,8.0,76.0
208011172,Hampton,1130.875919,457.0,9.0,89.0,18200.0,1059.585445,406.0,8.0,79.0
208011173,Sandringham - Black Rock,1136.4138359,461.0,9.0,90.0,17358.0,1068.242059,432.0,9.0,85.0
208021174,Bentleigh - McKinnon,1115.3558122,445.0,9.0,87.0,24896.0,1042.335073,359.0,7.0,70.0
208021176,Carnegie,1122.4127373,452.0,9.0,88.0,18534.0,973.4110855,147.0,3.0,29.0
208021177,Caulfield - North,1154.8095051,488.0,10.0,95.0,22362.0,1016.496565,274.0,6.0,54.0
208021178,Caulfield - South,1137.63249,464.0,9.0,90.0,18075.0,1056.053872,400.0,8.0,78.0
208021179,Elsternwick,1143.5461123,476.0,10.0,93.0,11904.0,1014.072673,266.0,6.0,52.0
208021180,Hughesdale,1098.9356824,424.0,9.0,83.0,7563.0,1006.52223,246.0,5.0,48.0
208021181,Murrumbeena,1115.7714198,446.0,9.0,87.0,9369.0,1020.871099,289.0,6.0,57.0
208021182,Ormond - Glen Huntly,1119.7740896,450.0,9.0,88.0,13128.0,994.2333532,202.0,4.0,40.0
208021426,Bentleigh East - North,1097.2526572,420.0,9.0,82.0,16583.0,1050.725148,387.0,8.0,76.0
208021427,Bentleigh East - South,1080.1050566,392.0,8.0,76.0,14057.0,1062.484392,416.0,9.0,81.0
208031183,Aspendale Gardens - Waterways,1053.6745387,345.0,7.0,67.0,8853.0,1108.370623,503.0,10.0,98.0
208031184,Braeside,1055.134386,348.0,7.0,68.0,,,,,
208031185,Carrum - Patterson Lakes,1026.6994368,306.0,6.0,60.0,12032.0,1035.088982,324.0,7.0,64.0
208031186,Chelsea - Bonbeach,1047.2934179,337.0,7.0,66.0,15204.0,999.1103904,217.0,5.0,43.0
208031187,Chelsea Heights,1006.1663713,256.0,5.0,50.0,5393.0,1042.962394,361.0,8.0,71.0
208031188,Highett (East) - Cheltenham,1068.8897286,372.0,8.0,72.0,24085.0,1012.923714,260.0,6.0,51.0
208031189,Edithvale - Aspendale,1079.454543,390.0,8.0,76.0,13563.0,1053.91664,395.0,8.0,77.0
208031190,Mentone,1082.482737,399.0,8.0,78.0,13197.0,1016.256633,272.0,6.0,53.0
208031191,Moorabbin - Heatherton,1073.615773,378.0,8.0,74.0,9116.0,1035.128345,325.0,7.0,64.0
208031193,Mordialloc - Parkdale,1084.1989318,406.0,8.0,79.0,21199.0,1042.996453,362.0,8.0,71.0
208041194,Malvern - Glen Iris,1158.9306729,495.0,10.0,96.0,20239.0,1042.409371,360.0,8.0,71.0
208041195,Malvern East,1140.69463,473.0,10.0,92.0,21923.0,1046.389123,375.0,8.0,73.0
209011196,Bundoora - East,1015.8310489,284.0,6.0,55.0,9831.0,1013.413433,262.0,6.0,51.0
209011197,Greensborough,1061.9377328,365.0,8.0,71.0,20807.0,1053.156595,394.0,8.0,77.0
209011198,Heidelberg - Rosanna,1111.6632874,440.0,9.0,86.0,16039.0,1027.757638,307.0,6.0,60.0
209011199,Heidelberg West,1049.039563,338.0,7.0,66.0,14852.0,918.5938381,51.0,1.0,10.0
209011200,Ivanhoe,1136.1949576,459.0,9.0,89.0,12458.0,1039.977012,350.0,7.0,69.0
209011201,Ivanhoe East - Eaglemont,1145.7143884,479.0,10.0,93.0,7740.0,1103.595499,498.0,10.0,97.0
209011202,Montmorency - Briar Hill,1078.4633428,387.0,8.0,75.0,16539.0,1061.186694,411.0,8.0,80.0
209011203,Viewbank - Yallambie,1080.5742681,394.0,8.0,77.0,18733.0,1042.031066,356.0,7.0,70.0
209011204,Watsonia,1041.0899646,328.0,7.0,64.0,9236.0,1019.118318,285.0,6.0,56.0
209021205,Kingsbury,1057.8256864,356.0,7.0,69.0,10408.0,981.9518858,169.0,4.0,33.0
209021428,Preston - East,1072.2206968,376.0,8.0,73.0,20711.0,946.008846,83.0,2.0,17.0
209021429,Preston - West,1082.3377837,398.0,8.0,77.0,12696.0,983.0075752,170.0,4.0,34.0
209021523,Reservoir - North East,1014.1451022,277.0,6.0,54.0,14795.0,938.6632597,69.0,2.0,14.0
209021524,Reservoir - North West,959.86043908,148.0,3.0,29.0,9801.0,987.8800682,185.0,4.0,36.0
209021525,Reservoir - South East,1016.1638753,285.0,6.0,56.0,12799.0,916.6558239,47.0,1.0,10.0
209021526,Reservoir - South West,1052.3844407,343.0,7.0,67.0,14090.0,952.5986348,97.0,2.0,19.0
209031209,Eltham,1096.4602141,419.0,9.0,82.0,23444.0,1105.452561,501.0,10.0,98.0
209031210,Hurstbridge,1050.0965842,341.0,7.0,66.0,3554.0,1076.645323,457.0,9.0,89.0
209031211,Kinglake,991.67210205,216.0,5.0,42.0,4204.0,1069.741865,438.0,9.0,86.0
209031212,Panton Hill - St Andrews,1063.9334277,368.0,8.0,72.0,5091.0,1111.44869,504.0,10.0,99.0
209031213,Plenty - Yarrambat,1055.052329,347.0,7.0,68.0,9454.0,1124.141534,508.0,10.0,99.0
209031214,Research - North Warrandyte,1099.8578791,427.0,9.0,83.0,6935.0,1141.95578,512.0,10.0,100.0
209031215,Wattle Glen - Diamond Creek,1046.0836211,336.0,7.0,65.0,14417.0,1104.076754,500.0,10.0,98.0
209041216,Bundoora - North,1037.7398431,323.0,7.0,63.0,7350.0,1016.524544,275.0,6.0,54.0
209041217,Bundoora - West,991.87551932,219.0,5.0,43.0,6186.0,961.6996522,118.0,3.0,23.0
209041220,Mill Park - North,982.44335803,192.0,4.0,38.0,17470.0,1018.521332,281.0,6.0,55.0
209041221,Mill Park - South,976.55853218,179.0,4.0,35.0,11240.0,996.49003,210.0,5.0,41.0
209041223,Thomastown,914.47365812,46.0,1.0,9.0,19998.0,935.4563958,64.0,2.0,13.0
209041224,Wallan,954.81516931,134.0,3.0,26.0,22627.0,1064.64178,422.0,9.0,83.0
209041225,Whittlesea,974.91684222,176.0,4.0,35.0,10661.0,1059.674184,407.0,8.0,80.0
209041431,Epping - East,943.47150435,111.0,3.0,22.0,13144.0,994.3093035,203.0,4.0,40.0
209041432,Epping - South,927.91868571,73.0,2.0,15.0,8204.0,951.9868957,96.0,2.0,19.0
209041433,Epping (Vic.) - West,999.67873897,241.0,5.0,47.0,12143.0,1014.671017,267.0,6.0,52.0
209041435,South Morang - North,1008.411201,261.0,6.0,51.0,12595.0,1078.582927,462.0,9.0,90.0
209041436,South Morang - South,982.7594714,196.0,4.0,38.0,12392.0,1031.551167,317.0,7.0,62.0
209041437,Wollert,1011.636587,274.0,6.0,53.0,24407.0,1050.63741,386.0,8.0,76.0
209041527,Doreen - North,1006.5340214,257.0,5.0,50.0,16299.0,1079.825395,464.0,10.0,91.0
209041528,Doreen - South,1018.3610964,288.0,6.0,56.0,10471.0,1064.102187,421.0,9.0,82.0
209041529,Lalor - East,912.76214104,44.0,1.0,9.0,9947.0,925.8371587,54.0,2.0,11.0
209041530,Lalor - West,943.77368869,112.0,3.0,22.0,13513.0,987.8236054,183.0,4.0,36.0
209041531,Mernda - North,1003.3232132,253.0,5.0,49.0,11427.0,1033.603438,320.0,7.0,63.0
209041532,Mernda - South,1010.9447869,271.0,6.0,53.0,11940.0,1060.844351,410.0,8.0,80.0
210011226,Airport West,1014.3847377,279.0,6.0,54.0,8173.0,994.3945494,204.0,4.0,40.0
210011228,Keilor,1007.9948043,260.0,6.0,51.0,8548.0,1057.550181,403.0,8.0,79.0
210011230,Niddrie - Essendon West,1063.5351523,367.0,8.0,71.0,7460.0,1042.038455,357.0,7.0,70.0
210011231,Strathmore,1087.9408475,411.0,8.0,80.0,10031.0,1080.684736,466.0,10.0,91.0
210011533,Avondale Heights,1003.288692,252.0,5.0,49.0,12388.0,1016.122818,271.0,6.0,53.0
210011534,Keilor East,1017.7301711,287.0,6.0,56.0,15073.0,1037.247277,339.0,7.0,66.0
210021232,Gisborne,1049.0985369,339.0,7.0,66.0,14222.0,1098.624273,493.0,10.0,96.0
210021233,Macedon,1110.3151001,438.0,9.0,85.0,3523.0,1115.162756,505.0,10.0,99.0
210021234,Riddells Creek,1020.4974969,291.0,6.0,57.0,4457.0,1090.607154,477.0,10.0,93.0
210021235,Romsey,991.07191977,215.0,5.0,42.0,10765.0,1072.372191,445.0,9.0,87.0
210031236,Coburg North,1079.598065,391.0,8.0,76.0,8425.0,981.1942407,166.0,4.0,33.0
210031237,Fawkner,984.07110498,200.0,4.0,39.0,14002.0,936.73443,66.0,2.0,13.0
210031439,Gowanbrae,1037.3669448,322.0,7.0,63.0,3111.0,1077.176058,459.0,9.0,90.0
210031440,Hadfield,994.54872933,228.0,5.0,45.0,6241.0,962.5092695,123.0,3.0,24.0
210031535,Glenroy - East,1002.1824779,250.0,5.0,49.0,14783.0,932.3002807,63.0,2.0,13.0
210031536,Glenroy - West,1032.4740292,314.0,7.0,61.0,8857.0,958.1389539,109.0,3.0,22.0
210031537,Oak Park,1083.555923,402.0,8.0,78.0,7898.0,1010.395514,254.0,5.0,50.0
210031538,Pascoe Vale,1066.2279924,369.0,8.0,72.0,17214.0,991.4337587,192.0,4.0,38.0
210041240,Sunbury,982.44753765,193.0,4.0,38.0,13671.0,1066.980744,430.0,9.0,84.0
210041539,Diggers Rest,978.4209462,183.0,4.0,36.0,5237.0,1046.986041,378.0,8.0,74.0
210041540,Sunbury - South,977.12239217,181.0,4.0,36.0,14985.0,1019.095033,284.0,6.0,56.0
210041541,Sunbury - West,973.123832,170.0,4.0,33.0,11166.0,1044.158539,367.0,8.0,72.0
210051242,Broadmeadows,902.56120306,31.0,1.0,6.0,13859.0,854.2134831,8.0,1.0,2.0
210051243,Campbellfield - Coolaroo,885.57115757,13.0,1.0,3.0,16057.0,901.7922232,32.0,1.0,7.0
210051245,Gladstone Park - Westmeadows,953.25460799,130.0,3.0,26.0,18024.0,1000.726142,228.0,5.0,45.0
210051246,Greenvale - Bulla,1013.3032377,275.0,6.0,54.0,22095.0,1092.142491,482.0,10.0,94.0
210051247,Meadow Heights,901.43168491,30.0,1.0,6.0,14890.0,916.8987171,48.0,1.0,10.0
210051248,Melbourne Airport,995.22496255,232.0,5.0,45.0,126.0,987.8398977,184.0,4.0,36.0
210051250,Tullamarine,943.16175699,110.0,3.0,22.0,6576.0,959.0466934,112.0,3.0,22.0
210051441,Craigieburn - Central,908.83600826,39.0,1.0,8.0,8099.0,972.5627089,145.0,3.0,29.0
210051442,Craigieburn - North,976.70382546,180.0,4.0,35.0,12309.0,1027.103119,305.0,6.0,60.0
210051443,Craigieburn - South,964.4728409,156.0,4.0,31.0,21673.0,1023.742701,297.0,6.0,58.0
210051445,Mickleham - Yuroke,986.58787813,205.0,4.0,40.0,23374.0,1064.862186,423.0,9.0,83.0
210051542,Craigieburn - North West,994.68456344,229.0,5.0,45.0,9842.0,1026.520677,304.0,6.0,60.0
210051543,Craigieburn - West,981.30494911,189.0,4.0,37.0,12999.0,1000.634765,227.0,5.0,45.0
210051544,Roxburgh Park (South) - Somerton,953.10981189,128.0,3.0,25.0,9479.0,987.59225,181.0,4.0,36.0
210051545,Roxburgh Park - North,939.3602751,97.0,2.0,19.0,14658.0,1000.162418,224.0,5.0,44.0
211011251,Bayswater,998.03772056,238.0,5.0,47.0,12589.0,984.5912378,177.0,4.0,35.0
211011254,Knoxfield - Scoresby,1037.9735345,324.0,7.0,63.0,16601.0,1047.596368,379.0,8.0,74.0
211011255,Lysterfield,1042.810449,330.0,7.0,64.0,6594.0,1137.278297,510.0,10.0,100.0
211011256,Rowville - Central,1024.5399021,301.0,6.0,59.0,15418.0,1061.258106,412.0,9.0,81.0
211011257,Rowville - North,1040.2749532,327.0,7.0,64.0,7905.0,1097.346661,492.0,10.0,96.0
211011258,Rowville - South,1036.5839684,319.0,7.0,62.0,10375.0,1095.294245,487.0,10.0,95.0
211011259,Wantirna,1044.2774104,333.0,7.0,65.0,14341.0,1054.516527,398.0,8.0,78.0
211011260,Wantirna South,1042.8899382,331.0,7.0,65.0,17942.0,1045.741295,371.0,8.0,73.0
211011446,Boronia,998.31642134,239.0,5.0,47.0,23560.0,991.7631839,195.0,4.0,38.0
211011447,Ferntree Gully - North,998.51911695,240.0,5.0,47.0,14145.0,1000.1608,223.0,5.0,44.0
211011448,Ferntree Gully (South) - Upper F,1001.5879317,248.0,5.0,48.0,15334.0,1041.375642,354.0,7.0,69.0
211011449,The Basin,1007.8137377,259.0,6.0,51.0,4345.0,1063.833439,420.0,9.0,82.0
211021261,Donvale - Park Orchards,1085.8891943,408.0,8.0,79.0,16275.0,1100.013417,495.0,10.0,97.0
211021262,Warrandyte - Wonga Park,1082.5269276,400.0,8.0,78.0,10112.0,1140.184122,511.0,10.0,100.0
211031263,Bayswater North,990.92955708,214.0,5.0,42.0,11871.0,1031.95381,319.0,7.0,63.0
211031265,Croydon Hills - Warranwood,1058.1377637,358.0,7.0,70.0,18059.0,1095.66876,488.0,10.0,95.0
211031266,Ringwood,1051.5363339,342.0,7.0,67.0,18715.0,978.4453128,161.0,4.0,32.0
211031267,Ringwood East,1067.0128988,370.0,8.0,72.0,21132.0,1027.274401,306.0,6.0,60.0
211031268,Ringwood North,1077.4328503,383.0,8.0,75.0,9654.0,1094.791185,486.0,10.0,95.0
211031450,Croydon - East,1007.0036111,258.0,5.0,50.0,16109.0,983.6757391,172.0,4.0,34.0
211031451,Croydon - West,1032.7184471,315.0,7.0,61.0,14139.0,1020.982871,290.0,6.0,57.0
211031452,Croydon South,1031.5913758,313.0,7.0,61.0,4898.0,1037.017412,337.0,7.0,66.0
211041269,Forest Hill,1059.0454502,361.0,7.0,70.0,10780.0,999.3370745,219.0,5.0,43.0
211041270,Mitcham (Vic.),1092.0205518,415.0,9.0,81.0,16795.0,1028.123199,310.0,7.0,61.0
211041271,Nunawading,1081.7680588,396.0,8.0,77.0,12413.0,1011.775285,258.0,6.0,51.0
211041272,Vermont,1083.8902357,405.0,8.0,79.0,10993.0,1054.266475,396.0,8.0,78.0
211041273,Vermont South,1073.5154724,377.0,8.0,73.0,11954.0,1072.836057,447.0,9.0,87.0
211051274,Belgrave - Selby,1056.7974845,353.0,7.0,69.0,10005.0,1085.832585,471.0,10.0,92.0
211051275,Chirnside Park,1014.2306653,278.0,6.0,54.0,11779.0,1073.714023,448.0,9.0,88.0
211051276,Healesville - Yarra Glen,981.95847458,190.0,4.0,37.0,14065.0,1037.937581,343.0,7.0,67.0
211051277,Kilsyth,978.42587387,184.0,4.0,36.0,9916.0,1011.33742,257.0,6.0,51.0
211051278,Lilydale - Coldstream,985.01942565,202.0,4.0,40.0,19599.0,1045.40267,369.0,8.0,72.0
211051279,Monbulk - Silvan,1010.1856439,268.0,6.0,52.0,5816.0,1065.26273,425.0,9.0,83.0
211051280,Montrose,1008.7548204,262.0,6.0,51.0,6943.0,1080.340983,465.0,10.0,91.0
211051281,Mooroolbark,992.16328338,221.0,5.0,43.0,23146.0,1044.692491,368.0,8.0,72.0
211051282,Mount Dandenong - Olinda,1091.8129016,414.0,9.0,81.0,9706.0,1087.373716,474.0,10.0,93.0
211051283,Mount Evelyn,991.94507675,220.0,5.0,43.0,9799.0,1074.941341,451.0,9.0,88.0
211051284,Upwey - Tecoma,1053.2030703,344.0,7.0,67.0,9777.0,1068.512737,433.0,9.0,85.0
211051285,Wandin - Seville,983.77968606,197.0,4.0,39.0,7902.0,1085.325584,470.0,10.0,92.0
211051286,Yarra Valley,942.5899988,109.0,3.0,22.0,16799.0,1017.321059,277.0,6.0,54.0
212011289,Emerald - Cockatoo,1010.6151632,269.0,6.0,53.0,18633.0,1091.185571,481.0,10.0,94.0
212011546,Beaconsfield - Officer,1021.5189393,298.0,6.0,58.0,23632.0,1069.959476,439.0,9.0,86.0
212011547,Bunyip - Garfield,958.48043613,143.0,3.0,28.0,9868.0,1069.417225,437.0,9.0,86.0
212011548,Koo Wee Rup,930.27409576,77.0,2.0,15.0,10069.0,1055.37109,399.0,8.0,78.0
212011549,Pakenham - North East,945.00917706,115.0,3.0,23.0,15441.0,999.8771882,221.0,5.0,43.0
212011550,Pakenham - North West,982.40691969,191.0,4.0,37.0,7479.0,1045.850651,373.0,8.0,73.0
212011551,Pakenham - South East,929.69893034,76.0,2.0,15.0,6439.0,938.8032067,70.0,2.0,14.0
212011552,Pakenham - South West,957.64150361,139.0,3.0,27.0,26783.0,1023.082136,295.0,6.0,58.0
212021293,Berwick - North,1024.8871372,302.0,6.0,59.0,22963.0,1052.651306,393.0,8.0,77.0
212021295,Doveton,900.60620085,29.0,1.0,6.0,11889.0,886.1693067,19.0,1.0,4.0
212021297,Hallam,937.38958234,94.0,2.0,19.0,11472.0,978.362658,158.0,4.0,31.0
212021299,Narre Warren North,1023.8874028,299.0,6.0,58.0,8241.0,1142.578521,513.0,10.0,100.0
212021453,Endeavour Hills - North,982.48205301,194.0,4.0,38.0,12086.0,1029.050698,313.0,7.0,61.0
212021454,Endeavour Hills - South,1001.8134604,249.0,5.0,49.0,13360.0,1028.012284,309.0,7.0,61.0
212021455,Narre Warren - North East,973.73136495,172.0,4.0,34.0,13504.0,1036.225877,335.0,7.0,66.0
212021456,Narre Warren - South West,949.96243553,121.0,3.0,24.0,14758.0,977.9413828,156.0,4.0,31.0
212021553,Berwick - South East,1036.1733648,318.0,7.0,62.0,17760.0,1089.506848,475.0,10.0,93.0
212021554,Berwick - South West,1026.8209047,307.0,6.0,60.0,11254.0,1059.116677,405.0,8.0,79.0
212031300,Cranbourne,902.70033941,32.0,1.0,7.0,21281.0,965.9655659,133.0,3.0,26.0
212031303,Cranbourne South,986.67104145,208.0,5.0,41.0,17400.0,1100.072708,496.0,10.0,97.0
212031304,Cranbourne West,963.05973237,153.0,3.0,30.0,21535.0,1037.899668,342.0,7.0,67.0
212031306,Lynbrook - Lyndhurst,1015.2088016,280.0,6.0,55.0,18027.0,1078.553687,461.0,9.0,90.0
212031308,Pearcedale - Tooradin,929.23139895,74.0,2.0,15.0,8024.0,1076.898076,458.0,9.0,90.0
212031457,Narre Warren South - East,1000.4362689,246.0,5.0,48.0,13152.0,1096.336906,490.0,10.0,96.0
212031458,Narre Warren South - West,962.93334848,152.0,3.0,30.0,16713.0,1036.167102,333.0,7.0,65.0
212031555,Clyde North - North,1061.193649,363.0,8.0,71.0,10535.0,1103.686625,499.0,10.0,98.0
212031556,Clyde North - South,1029.6631844,312.0,7.0,61.0,14802.0,1103.353323,497.0,10.0,97.0
212031557,Cranbourne East - North,973.65805362,171.0,4.0,34.0,23415.0,1043.735118,366.0,8.0,72.0
212031558,Cranbourne East - South,993.89100378,227.0,5.0,44.0,12289.0,1057.287208,402.0,8.0,79.0
212031559,Cranbourne North - East,1020.6996789,294.0,6.0,57.0,12772.0,1062.670111,419.0,9.0,82.0
212031560,Cranbourne North - West,921.06670727,57.0,2.0,12.0,11910.0,1001.889778,235.0,5.0,46.0
212031561,Hampton Park - East,920.69716449,56.0,2.0,11.0,12715.0,977.3805187,154.0,3.0,30.0
212031562,Hampton Park - West,907.44072249,37.0,1.0,8.0,13368.0,949.9446031,92.0,2.0,18.0
212041309,Clarinda - Oakleigh South,1000.0076346,244.0,5.0,48.0,11554.0,1009.056204,252.0,5.0,50.0
212041310,Clayton South,1004.194129,254.0,5.0,50.0,13381.0,944.3460851,80.0,2.0,16.0
212041312,Dandenong North,953.13969028,129.0,3.0,25.0,22526.0,960.194094,114.0,3.0,23.0
212041313,Dingley Village,1021.1971467,296.0,6.0,58.0,10499.0,1068.886475,435.0,9.0,85.0
212041316,Noble Park North,945.2575443,117.0,3.0,23.0,7456.0,968.6543633,138.0,3.0,27.0
212041317,Springvale,936.65996177,86.0,2.0,17.0,22248.0,914.0673868,42.0,1.0,9.0
212041318,Springvale South,900.03788121,28.0,1.0,6.0,12621.0,943.1807522,78.0,2.0,16.0
212041459,Noble Park - East,957.09944118,137.0,3.0,27.0,12739.0,905.3305969,36.0,1.0,8.0
212041460,Noble Park - West,918.89819275,52.0,2.0,11.0,19591.0,914.2053487,43.0,1.0,9.0
212041563,Dandenong - North,931.74555218,80.0,2.0,16.0,21487.0,863.6360322,12.0,1.0,3.0
212041564,Dandenong - South,895.98889541,23.0,1.0,5.0,9350.0,902.1289936,33.0,1.0,7.0
212041565,Keysborough - North,918.26119555,50.0,1.0,10.0,15096.0,981.1550952,165.0,4.0,33.0
212041566,Keysborough - South,1058.2775534,359.0,7.0,70.0,15093.0,1115.692333,506.0,10.0,99.0
212051319,Ashwood - Chadstone,1094.2759728,417.0,9.0,81.0,19507.0,1001.6973,233.0,5.0,46.0
212051321,Glen Waverley - East,1101.9366397,430.0,9.0,84.0,21603.0,1047.998379,380.0,8.0,74.0
212051322,Glen Waverley - West,1098.2622341,421.0,9.0,82.0,21036.0,1019.44764,287.0,6.0,56.0
212051323,Mount Waverley - North,1108.2901543,434.0,9.0,84.0,16073.0,1045.499157,370.0,8.0,72.0
212051324,Mount Waverley - South,1100.0601066,428.0,9.0,83.0,19265.0,1046.947312,377.0,8.0,74.0
212051325,Mulgrave,1041.7702783,329.0,7.0,64.0,19889.0,1036.171126,334.0,7.0,65.0
212051326,Oakleigh - Huntingdale,1070.3753836,374.0,8.0,73.0,22928.0,1001.420153,231.0,5.0,45.0
212051327,Wheelers Hill,1076.5862068,381.0,8.0,74.0,20652.0,1076.289389,455.0,9.0,89.0
212051567,Clayton (North) - Notting Hill,1115.252904,444.0,9.0,86.0,9829.0,847.2509455,6.0,1.0,2.0
212051568,Clayton - Central,1057.3202767,354.0,7.0,69.0,12052.0,901.0233001,31.0,1.0,7.0
213011328,Ardeer - Albion,970.38414883,167.0,4.0,33.0,7502.0,893.5297294,24.0,1.0,5.0
213011329,Cairnlea,967.97476581,164.0,4.0,32.0,10038.0,1043.63672,364.0,8.0,71.0
213011331,Delahey,898.50256048,26.0,1.0,6.0,8077.0,958.0182477,108.0,3.0,22.0
213011332,Keilor Downs,953.35901645,131.0,3.0,26.0,13082.0,995.9732659,207.0,5.0,41.0
213011333,Kings Park (Vic.),872.19789246,8.0,1.0,2.0,13983.0,927.3404979,56.0,2.0,11.0
213011334,St Albans - North,898.46729453,25.0,1.0,5.0,20581.0,884.7119884,18.0,1.0,4.0
213011335,St Albans - South,908.10569607,38.0,1.0,8.0,17454.0,891.0920004,22.0,1.0,5.0
213011336,Sunshine,984.69628451,201.0,4.0,39.0,9445.0,924.2250946,52.0,2.0,11.0
213011337,Sunshine North,931.98824181,81.0,2.0,16.0,12047.0,926.7868576,55.0,2.0,11.0
213011338,Sunshine West,922.36522083,62.0,2.0,12.0,18558.0,939.1055233,71.0,2.0,14.0
